titulo,link,noticia,data_publicacao
ETANOL/CEPEA: Indicadores sobem neste começo de temporada 2023/24,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-indicadores-sobem-neste-comeco-de-temporada-2023-24.aspx,"Cepea, 11/04/2023 &ndash; Levantamento do Cepea mostra que os pre&ccedil;os dos etan&oacute;is hidratado e anidro iniciaram a temporada 2023/24 em alta em toda a regi&atilde;o Centro-Sul. Em S&atilde;o Paulo, o suporte veio da ainda baixa entrada de produto da nova produ&ccedil;&atilde;o. Do lado da demanda, o Cepea registrou aumento nas negocia&ccedil;&otilde;es do hidratado na &uacute;ltima semana","Mon, 10 Apr 2023 16:10:45 -0300"
AÇÚCAR/CEPEA: Safra 2023/24 se inicia com alta nos preços do cristal,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/acucar-cepea-safra-2023-24-se-inicia-com-alta-nos-precos-do-cristal.aspx,"Cepea, 11/04/2023 &ndash; Os pre&ccedil;os m&eacute;dios do a&ccedil;&uacute;car cristal branco subiram no mercado spot do estado de S&atilde;o Paulo de 3 a 6 de abril, primeira semana oficial da safra 2023/24. Neste per&iacute;odo, a m&eacute;dia do Indicador CEPEA/ESALQ foi de R$ 137,09/saca de 50 kg, alta de 3,18% em rela&ccedil;&atilde;o &agrave; da semana anterior. De acordo com pesquisadores do Cepea, o aumento esteve atrelado &agrave; baixa oferta do cristal para pronta-entrega, uma vez que a produ&ccedil;&atilde;o deste produto ainda tem sido lenta nas usinas paulistas","Mon, 10 Apr 2023 16:07:57 -0300"
MELÃO/CEPEA: Preços do amarelo e do cantaloupe sobem na Ceagesp,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/melao-cepea-precos-do-amarelo-e-do-cantaloupe-sobem-na-ceagesp.aspx,"Cepea, 11/04/2023 &ndash; A cota&ccedil;&atilde;o do mel&atilde;o subiu na Ceagesp ao longo da semana passada. Levantamento do Cepea mostra que, de 3 a 6 de abril, o amarelo tipo 5 a 8 foi comercializado &agrave; m&eacute;dia de R$ 52,17/cx de 13 kg, aumento de 6% frente &agrave; semana anterior. O pre&ccedil;o do cantaloupe subiu 3%, com a m&eacute;dia de negocia&ccedil;&atilde;o a R$ 62,40/cx de 10 kg","Mon, 10 Apr 2023 16:06:29 -0300"
TRIGO/CEPEA: Mercados nacional e internacional têm quedas nos preços,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/trigo-cepea-mercados-nacional-e-internacional-tem-quedas-nos-precos.aspx,"Cepea, 11/04/2023 &ndash; As cota&ccedil;&otilde;es do trigo est&atilde;o em movimento de queda nos mercados interno e externo. No Brasil, pesquisadores do Cepea indicam que o enfraquecimento dos pre&ccedil;os se deve &agrave; baixa liquidez, tendo em vista que os neg&oacute;cios t&ecirc;m sido pontuais, ocorrendo apenas quando h&aacute; necessidade de liberar espa&ccedil;o nos armaz&eacute;ns para entrada da safra ver&atilde;o. Al&eacute;m disso, produtores est&atilde;o focados na comercializa&ccedil;&atilde;o da soja e do milho","Mon, 10 Apr 2023 16:03:42 -0300"
SOJA/CEPEA: Preço da soja sobe no BR; exportação de março é recorde para o mês,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/soja-cepea-preco-da-soja-sobe-no-br-exportacao-de-marco-e-recorde-para-o-mes.aspx,"Cepea, 10/04/2023 &ndash; As cota&ccedil;&otilde;es internas da soja t&ecirc;m registrado varia&ccedil;&otilde;es positivas nos &uacute;ltimos dias, resultado do avan&ccedil;o no pre&ccedil;o externo, da baixa produtividade das lavouras argentinas e, sobretudo, da maior demanda externa pelo gr&atilde;o brasileiro. De acordo com a Secex, o Brasil exportou em mar&ccedil;o/23 mais que o dobro do volume escoado em fevereiro/23 e 8,8% a mais que o de mar&ccedil;o/22, totalizando 13,27 milh&otilde;es de toneladas. Essa &eacute; a maior quantidade de soja enviada ao exterior desde maio/21 e um recorde para mar&ccedil;o","Thu, 06 Apr 2023 17:01:14 -0300"
"MILHO/CEPEA: Com perspectiva de produção alta, preço segue em queda",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/milho-cepea-com-perspectiva-de-producao-alta-preco-segue-em-queda.aspx,"Cepea, 10/04/2023 &ndash; As cota&ccedil;&otilde;es do milho seguem em queda na maior parte das regi&otilde;es acompanhadas pelo Cepea. A press&atilde;o vem da expectativa de produ&ccedil;&atilde;o nacional mais elevada, que vem mantendo consumidores afastados das negocia&ccedil;&otilde;es, &agrave; espera de recuos mais intensos nos pre&ccedil;os. Esses demandantes tamb&eacute;m est&atilde;o atentos ao fato de muitos produtores indicarem j&aacute; n&atilde;o ter espa&ccedil;o nos armaz&eacute;ns","Thu, 06 Apr 2023 16:59:08 -0300"
CITROS/CEPEA: Oferta de poncã deve se intensificar neste mês,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/citros-cepea-oferta-de-ponca-deve-se-intensificar-neste-mes.aspx,"Cepea, 10/04/2023 &ndash; A colheita de tangerina ponc&atilde; se iniciou em S&atilde;o Paulo em mar&ccedil;o, ainda que em ritmo lento e com oferta limitada. A previs&atilde;o &eacute; de que as atividades de campo sejam intensificadas agora em abril, com pico de safra a partir da segunda quinzena de maio. Colaboradores consultados pelo Cepea indicam que a produ&ccedil;&atilde;o da fruta pode ser menor neste ano nos principais estados produtores (S&atilde;o Paulo e Minas Gerais)","Thu, 06 Apr 2023 16:57:08 -0300"
OVOS/CEPEA: Cotações permanecem estáveis durante a Semana Santa,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/ovos-cepea-cotacoes-permanecem-estaveis-durante-a-semana-santa.aspx,"Cepea, 10/04/2023 &ndash; As cota&ccedil;&otilde;es dos ovos seguem est&aacute;veis neste in&iacute;cio de abril, apesar do pagamento dos sal&aacute;rios e da demanda aquecida por conta da P&aacute;scoa no &uacute;ltimo domingo. Segundo colaboradores consultados pelo Cepea, vendedores elevaram o volume dispon&iacute;vel no mercado, prevendo um aumento da demanda durante a Semana Santa, o que resultou em estabilidade dos pre&ccedil;os e em equil&iacute;brio entre a oferta e&nbsp;procura. Fonte: Cepea (","Thu, 06 Apr 2023 16:55:38 -0300"
Estão disponíveis as agromensais de março/2023,https://www.cepea.esalq.usp.br/br/releases/estao-disponiveis-as-agromensais-de-marco-2023.aspx,"Cepea, 06/04/2023 &ndash; O Cepea (Centro de Estudos Avan&ccedil;ados em Economia Aplicada), da Esalq/USP, disponibiliza hoje as agromensais de mar&ccedil;o de 2023.

&nbsp;","Thu, 06 Apr 2023 14:43:27 -0300"
FRANGO/CEPEA: Aumento nos embarques garante novo recorde e sustenta preço interno da carne,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/frango-cepea-aumento-nos-embarques-garante-novo-recorde-e-sustenta-preco-interno-da-carne.aspx,"Cepea, 6/04/2023 &ndash; A maior demanda por carne de frango registrada nas duas primeiras semanas de mar&ccedil;o somada &agrave;s exporta&ccedil;&otilde;es em alta sustentaram o pre&ccedil;o m&eacute;dio mensal da prote&iacute;na no mercado interno no &uacute;ltimo m&ecirc;s. De acordo com dados do Cepea, o pre&ccedil;o do frango inteiro congelado comercializado no atacado da Grande S&atilde;o Paulo teve m&eacute;dia de R$ 6,75/kg em mar&ccedil;o, alta de 1,5% frente ao verificado em fevereiro. Quanto &agrave;s exporta&ccedil;&otilde;es, conforme relat&oacute;rio da Secex, a m&eacute;dia di&aacute;ria de embarques de carne de frango in natura foi de 21,1 mil toneladas em mar&ccedil;o, 7,2% acima da observada em fevereiro, 20% maior que a de mar&ccedil;o/22","Wed, 05 Apr 2023 17:07:39 -0300"
"SUÍNOS/CEPEA: Março tem recuo nas cotações, mas Indicador mostra avanço no comparativo anual",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/suinos-cepea-marco-tem-recuo-nas-cotacoes-mas-indicador-mostra-avanco-no-comparativo-anual.aspx,"Cepea, 6/04/2023 &ndash; Ao longo de mar&ccedil;o, os pre&ccedil;os do su&iacute;no vivo e da carne foram pressionados pelo enfraquecimento da demanda e pela oferta elevada &ndash; cen&aacute;rio observado na maioria das pra&ccedil;as acompanhadas pelo Cepea. Apesar da retra&ccedil;&atilde;o mensal, os valores do animal e da prote&iacute;na ficaram acima dos registrados em mar&ccedil;o de 2022. No atacado da Grande S&atilde;o Paulo, a carca&ccedil;a especial su&iacute;na foi comercializada &agrave; m&eacute;dia de R$ 10,60/kg em mar&ccedil;o, queda de 5,7% em rela&ccedil;&atilde;o &agrave; do m&ecirc;s anterior, mas 16,3% acima da de mar&ccedil;o/22, em termos reais (s&eacute;rie deflacionada pelo IPCA de fevereiro/22)","Wed, 05 Apr 2023 17:05:20 -0300"
BOI/CEPEA: Embarque no 1º trimestre registra 2º melhor desempenho da história,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/boi-cepea-embarque-no-1-trimestre-registra-2-melhor-desempenho-da-historia.aspx,"Cepea, 6/04/2023 &ndash; De janeiro a mar&ccedil;o deste ano, as exporta&ccedil;&otilde;es brasileiras de carne bovina in natura somaram 411,08 mil toneladas, abaixo apenas das vendas registradas no mesmo per&iacute;odo de 2022 (queda de 12,36%), quando os envios foram recordes para um primeiro trimestre, segundo dados da Secex. J&aacute; frente ao primeiro trimestre de 2021, observa-se forte aumento de 19,75% no volume escoado ao mercado externo. Pesquisadores do Cepea indicam que a suspens&atilde;o dos envios de carne bovina &agrave; China por um m&ecirc;s evitou que o resultado fosse ainda melhor em 2023","Wed, 05 Apr 2023 17:01:57 -0300"
"Há 10 anos, setor de ovos conta com parâmetros confiáveis de preços",https://www.cepea.esalq.usp.br/br/opiniao-cepea/ha-10-anos-setor-de-ovos-conta-com-parametros-confiaveis-de-precos.aspx,"UMA D&Eacute;CADA DE LEVANTAMENTO &ndash; Em maio de 2023, a divulga&ccedil;&atilde;o de pre&ccedil;os de ovos por parte do Cepea completa 10 anos. Isso significa que, h&aacute; uma d&eacute;cada, agentes do setor produtivo de ovos contam com par&acirc;metros confi&aacute;veis de pre&ccedil;os que contribuem para a tomada de decis&otilde;es.

&nbsp;

Inicialmente, a Equipe de Ovos do Cepea levantava pre&ccedil;os dos ovos dos tipos extra branco e vermelho nos dois maiores estados produtores do Brasil, S&atilde;o Paulo e Minas Gerais","Wed, 05 Apr 2023 14:47:34 -0300"
ALGODÃO/CEPEA: Valores da pluma recuam no Brasil e exterior,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-14.aspx,"Cepea, 5/04/2023 &ndash; Os pre&ccedil;os internos e externos do algod&atilde;o em pluma ca&iacute;ram ao longo de mar&ccedil;o, devido &agrave; press&atilde;o das condi&ccedil;&otilde;es econ&ocirc;micas adversas globais e no Brasil, que geraram receio entre agentes e limitaram as vendas de manufaturas. Entre 28 de fevereiro e 31 de mar&ccedil;o, o Indicador CEPEA/ESALQ, com pagamento em 8 dias, recuou expressivos 10,01%, fechando a R$ 4,6572/lp no dia 31. A m&eacute;dia mensal do Indicador em mar&ccedil;o foi de R$ 4,8618/lp, sendo 7,2% inferior &agrave; de fevereiro/23 e 30,40% abaixo da de mar&ccedil;o/22","Tue, 04 Apr 2023 16:05:52 -0300"
CAFÉ/CEPEA: Cotações do robusta e arábica oscilam em março,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-13.aspx,"Cepea, 5/04/2023 &ndash; Os valores dos caf&eacute;s seguiram oscilando com for&ccedil;a em mar&ccedil;o. De acordo com os pesquisadores do Cepea, para o ar&aacute;bica, as cota&ccedil;&otilde;es foram influenciadas pelas altas e baixas externas. J&aacute; para o robusta, os valores variaram em boa parte do m&ecirc;s, mas subiram nos &uacute;ltimos dias de mar&ccedil;o, impulsionadas pela maior necessidade da ind&uacute;stria, que elevou o n&uacute;mero de agentes ativos no mercado","Tue, 04 Apr 2023 15:52:03 -0300"
"ARROZ/CEPEA: Apesar de recuo, média trimestral é a 2ª maior da história",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-12.aspx,"Cepea, 5/04/2023 &ndash; Entre janeiro e mar&ccedil;o deste ano, a m&eacute;dia mensal ponderada do arroz em casca no Rio Grande do Sul, representada pelo Indicador CEPEA/IRGA-RS (58% de gr&atilde;os inteiros, com pagamento &agrave; vista), recuou 6,13%, passando de R$ 91,36/saca de 50 kg para R$ 85,75/sc no &uacute;ltimo m&ecirc;s. Historicamente, o movimento &eacute; de baixa no primeiro trimestre do ano, devido &agrave; colheita nas principais regi&otilde;es produtoras do Mercosul. Apesar da queda, a m&eacute;dia do Indicador no primeiro trimestre de 2023, de R$ 88,11/sc, &eacute; a segunda maior j&aacute; vista para o per&iacute;odo, atr&aacute;s apenas da registrada nos primeiros tr&ecirc;s meses de 2021 (de R$ 88,20/sc) &ndash; vale lembrar que a s&eac","Tue, 04 Apr 2023 15:46:35 -0300"
AÇÚCAR/CEPEA: Entressafra 2022/23 se encerra com preços estáveis,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-11.aspx,"Cepea, 4/04/2023 &ndash; O mercado spot do estado de S&atilde;o Paulo encerrou o m&ecirc;s de mar&ccedil;o com a m&eacute;dia de pre&ccedil;os do a&ccedil;&uacute;car cristal branco em R$ 132,00/saca de 50 kg, pequena varia&ccedil;&atilde;o negativa de 0,07% em rela&ccedil;&atilde;o &agrave; de fevereiro/23. Segundo os colaboradores do Cepea, no &uacute;ltimo m&ecirc;s da entressafra 2022/23, compradores se mostraram abastecidos para o per&iacute;odo, enquanto a oferta de a&ccedil;&uacute;car dispon&iacute;vel para vendas adicionais foi limitada, sobretudo para os tipos de melhor qualidade, como o cristal tipo Icumsa at&eacute; 180. Fonte: Cepea (","Mon, 03 Apr 2023 16:33:48 -0300"
ETANOL/CEPEA: Safra 2022/23 se encerra com desvalorização dos etanóis,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-safra-2022-23-se-encerra-com-desvalorizacao-dos-etanois.aspx,"Os pre&ccedil;os m&eacute;dios dos etan&oacute;is anidro e do hidratado do estado de S&atilde;o Paulo na temporada 2022/23, encerrada oficialmente no dia 31 de mar&ccedil;o, tiveram significativas quedas reais frente aos da safra anterior. Segundo pesquisadores do Cepea, as baixas estiveram atreladas ao desempenho das vendas de combust&iacute;veis no Brasil, especialmente do hidratado, que perdeu a competitividade com a gasolina C nas bombas. No caso do anidro, a performance foi melhor, com o suporte vindo dos volumes exportados","Mon, 03 Apr 2023 16:29:31 -0300"
"TRIGO/CEPEA: Preço externo avança, mas segue estável no BR",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/trigo-cepea-preco-externo-avanca-mas-segue-estavel-no-br.aspx,"Cepea, 4/04/2023 &ndash; Os pre&ccedil;os externos do trigo subiram nos &uacute;ltimos dias. Segundo pesquisadores do Cepea, as altas estiveram atreladas ao clima seco em &aacute;reas de inverno dos Estados Unidos, &agrave; desvaloriza&ccedil;&atilde;o do d&oacute;lar, que favorece exporta&ccedil;&otilde;es norte-americanas, e &agrave; possibilidade de a R&uacute;ssia suspender as exporta&ccedil;&otilde;es de trigo e/ou aumentar as tarifas de exporta&ccedil;&atilde;o do pa&iacute;s, na tentativa de elevar as cota&ccedil;&otilde;es. J&aacute; no mercado brasileiro, os valores do cereal est&atilde;o praticamente est&aacute;veis, tendo em vista que o ritmo de neg&oacute;cios tem sido pontual","Mon, 03 Apr 2023 16:27:55 -0300"
ALFACE/CEPEA: Oferta limitada mantém cotações elevadas em SP,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/alface-cepea-oferta-limitada-mantem-cotacoes-elevadas-em-sp.aspx,"Cepea, 4/04/2023 &ndash; Colaboradores do cintur&atilde;o verde paulista (Ibi&uacute;na e Mogi das Cruzes) consultados pelo Cepea informaram que o mercado de alfaces esteve com oferta limitada e demanda aquecida ao longo da &uacute;ltima semana. Esse cen&aacute;rio manteve as cota&ccedil;&otilde;es em alta. De acordo com pesquisadores do Cepea, produtores t&ecirc;m realizado a colheita precoce, a fim de atender ao consumo, o que resulta em p&eacute;s menores","Mon, 03 Apr 2023 16:08:35 -0300"
"SOJA/CEPEA: Com menor safra na Argentina, queda de preço é interrompida no Brasil",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/soja-cepea-com-menor-safra-na-argentina-queda-de-preco-e-interrompida-no-brasil.aspx,"Cepea, 3/04/2023 &ndash; O mercado mundial de soja est&aacute; atento &agrave; colheita na Am&eacute;rica do Sul e &agrave;s primeiras estimativas de inten&ccedil;&atilde;o de plantio nos Estados Unidos. Segundo pesquisadores do Cepea, enquanto a safra brasileira segue em bom ritmo e caminha para produ&ccedil;&atilde;o recorde, na Argentina, o in&iacute;cio da colheita fez com que as estimativas fossem novamente reajustadas para baixo. Esse contexto na Argentina acabou elevando os pre&ccedil;os do complexo soja nos Estados Unidos e limitando o movimento de baixa no Brasil nos &uacute;ltimos dias","Fri, 31 Mar 2023 17:18:29 -0300"
MANDIOCA/CEPEA: Cotações estão nos menores patamares em seis meses,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/mandioca-cepea-cotacoes-estao-nos-menores-patamares-em-seis-meses.aspx,"Cepea, 3/04/2023 &ndash; O avan&ccedil;o da colheita nas regi&otilde;es produtoras de mandioca no Centro-Sul tem elevado a oferta, que est&aacute; sobressaindo &agrave; demanda e pressionando as cota&ccedil;&otilde;es. De acordo com dados do Cepea, o valor m&eacute;dio nominal a prazo da tonelada de mandioca posta fecularia registrou queda de 4,9%, a R$ 966,74 (R$ 1,6813 por grama de amido) na semana passada, retomando o patamar nominal registrado no final de setembro de 2022. A m&eacute;dia de mar&ccedil;o recuou 11% frente ao m&ecirc;s anterior, a queda mais expressiva desde novembro de 2020","Fri, 31 Mar 2023 17:16:25 -0300"
MILHO/CEPEA: Indicador segue em queda,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-10.aspx,"Cepea, 3/04/2023 &ndash; O pre&ccedil;o do milho fechou mar&ccedil;o em baixa. De acordo com informa&ccedil;&otilde;es do Cepea, enquanto produtores t&ecirc;m necessidade de escoar a produ&ccedil;&atilde;o da safra de ver&atilde;o, compradores nacionais e externos limitam as aquisi&ccedil;&otilde;es. Vendedores est&atilde;o mais flex&iacute;veis nos valores e dispostos a realizar entregas imediatas","Fri, 31 Mar 2023 17:13:39 -0300"
OVOS/CEPEA: Valores dos ovos fecham março em elevação,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-8.aspx,"Cepea, 3/04/2023 &ndash; Os pre&ccedil;os m&eacute;dios dos ovos finalizaram mar&ccedil;o em alta. Segundo pesquisadores do Cepea, a sustenta&ccedil;&atilde;o dos valores vem da demanda mais firme durante o per&iacute;odo de Quaresma. Do lado produtor, n&atilde;o h&aacute; relatos de sobras, e a concess&atilde;o de descontos n&atilde;o tem sido necess&aacute;ria para garantir a liquidez","Fri, 31 Mar 2023 17:10:06 -0300"
CITROS/CEPEA: Preços da laranja pera e da lima tahiti fecham semana em alta,https://www.cepea.esalq.usp.br/br/diarias-de-mercado/citros-cepea-precos-da-laranja-pera-e-da-lima-tahiti-fecham-semana-em-alta.aspx,"Cepea, 31/03/2023 &ndash; Os pre&ccedil;os da laranja pera est&atilde;o registrando leve aumento nesta semana. De acordo com pesquisadores do Cepea, ainda que a demanda n&atilde;o tenha tido grandes altera&ccedil;&otilde;es (j&aacute; que, em fim de m&ecirc;s, a procura costuma ser reduzida), a oferta da variedade diminuiu ainda mais, sustentando os valores. Na parcial desta semana (segunda a quinta-feira), a variedade pera tem m&eacute;dia de R$ 49,35/cx de 40,8 kg, na &aacute;rvore, leve alta de 3,14% em compara&ccedil;&atilde;o com a do per&iacute;odo anterior","Thu, 30 Mar 2023 16:39:25 -0300"
"FRANGO/CEPEA: Valor da carne cai, mas alta na 1ª quinzena garante avanço da média mensal",https://www.cepea.esalq.usp.br/br/diarias-de-mercado/frango-cepea-valor-da-carne-cai-mas-alta-na-1-quinzena-garante-avanco-da-media-mensal.aspx,"Cepea, 31/03/2023 &ndash; As recentes desvaloriza&ccedil;&otilde;es da carne de frango n&atilde;o impediram o avan&ccedil;o da m&eacute;dia mensal da prote&iacute;na. Segundo colaboradores do Cepea, a leve melhora da demanda na primeira metade do m&ecirc;s garantiu a eleva&ccedil;&atilde;o dos pre&ccedil;os m&eacute;dios de mar&ccedil;o. No atacado da Grande S&atilde;o Paulo, o frango inteiro congelado registra m&eacute;dia de R$ 6,78/kg nesta parcial de mar&ccedil;o (at&eacute; o dia 29), alta de 1,9% frente &agrave; de fevereiro","Thu, 30 Mar 2023 16:37:38 -0300"
