"data","titulo","url","noticia"
"10/04/2023","SOJA/CEPEA: Preço da soja sobe no BR; exportação de março é recorde para o mês","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/soja-cepea-preco-da-soja-sobe-no-br-exportacao-de-marco-e-recorde-para-o-mes.aspx","Cepea, 10/04/2023 – As cotações internas da soja têm registrado variações positivas nos últimos dias, resultado do avanço no preço externo, da baixa produtividade das lavouras argentinas e, sobretudo, da maior demanda externa pelo grão brasileiro. De acordo com a Secex, o Brasil exportou em março/23 mais que o dobro do volume escoado em fevereiro/23 e 8,8% a mais que o de março/22, totalizando 13,27 milhões de toneladas. Essa é a maior quantidade de soja enviada ao exterior desde maio/21 e um recorde para março. Fonte: Cepea ("
"10/04/2023","MILHO/CEPEA: Com perspectiva de produção alta, preço segue em queda","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/milho-cepea-com-perspectiva-de-producao-alta-preco-segue-em-queda.aspx","Cepea, 10/04/2023 – As cotações do milho seguem em queda na maior parte das regiões acompanhadas pelo Cepea. A pressão vem da expectativa de produção nacional mais elevada, que vem mantendo consumidores afastados das negociações, à espera de recuos mais intensos nos preços. Esses demandantes também estão atentos ao fato de muitos produtores indicarem já não ter espaço nos armazéns. Ressalta-se que, produtores brasileiros que, no começo do ano, estavam apreensivos com os atrasos no campo, agora estão otimistas com a produção da segunda safra, sobretudo devido às condições climáticas favoráveis até o momento. Fonte: Cepea ("
"10/04/2023","CITROS/CEPEA: Oferta de poncã deve se intensificar neste mês","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/citros-cepea-oferta-de-ponca-deve-se-intensificar-neste-mes.aspx","Cepea, 10/04/2023 – A colheita de tangerina poncã se iniciou em São Paulo em março, ainda que em ritmo lento e com oferta limitada. A previsão é de que as atividades de campo sejam intensificadas agora em abril, com pico de safra a partir da segunda quinzena de maio. Colaboradores consultados pelo Cepea indicam que a produção da fruta pode ser menor neste ano nos principais estados produtores (São Paulo e Minas Gerais). Alguns pomares, principalmente mineiros, registraram perdas na produção durante as floradas, causadas por chuvas de granizos. Além disso, nos dois estados, o clima foi bastante chuvoso durante o desenvolvimento, o que aumentou a incidência de doenças e de perdas. Um ponto positivo é que a temporada deve ser bem distribuída, o que pode permitir menores oscilações de preços. Fonte: Cepea ("
"10/04/2023","OVOS/CEPEA: Cotações permanecem estáveis durante a Semana Santa","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/ovos-cepea-cotacoes-permanecem-estaveis-durante-a-semana-santa.aspx","Cepea, 10/04/2023 – As cotações dos ovos seguem estáveis neste início de abril, apesar do pagamento dos salários e da demanda aquecida por conta da Páscoa no último domingo. Segundo colaboradores consultados pelo Cepea, vendedores elevaram o volume disponível no mercado, prevendo um aumento da demanda durante a Semana Santa, o que resultou em estabilidade dos preços e em equilíbrio entre a oferta e procura. Fonte: Cepea ("
"6/04/2023","FRANGO/CEPEA: Aumento nos embarques garante novo recorde e sustenta preço interno da carne","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/frango-cepea-aumento-nos-embarques-garante-novo-recorde-e-sustenta-preco-interno-da-carne.aspx","Cepea, 6/04/2023 – A maior demanda por carne de frango registrada nas duas primeiras semanas de março somada às exportações em alta sustentaram o preço médio mensal da proteína no mercado interno no último mês. De acordo com dados do Cepea, o preço do frango inteiro congelado comercializado no atacado da Grande São Paulo teve média de R$ 6,75/kg em março, alta de 1,5% frente ao verificado em fevereiro. Quanto às exportações, conforme relatório da Secex, a média diária de embarques de carne de frango in natura foi de 21,1 mil toneladas em março, 7,2% acima da observada em fevereiro, 20% maior que a de março/22 e um recorde, considerando-se toda a série histórica da Secex, iniciada em 1997. Fonte: Cepea ("
"6/04/2023","SUÍNOS/CEPEA: Março tem recuo nas cotações, mas Indicador mostra avanço no comparativo anual","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/suinos-cepea-marco-tem-recuo-nas-cotacoes-mas-indicador-mostra-avanco-no-comparativo-anual.aspx","Cepea, 6/04/2023 – Ao longo de março, os preços do suíno vivo e da carne foram pressionados pelo enfraquecimento da demanda e pela oferta elevada – cenário observado na maioria das praças acompanhadas pelo Cepea. Apesar da retração mensal, os valores do animal e da proteína ficaram acima dos registrados em março de 2022. No atacado da Grande São Paulo, a carcaça especial suína foi comercializada à média de R$ 10,60/kg em março, queda de 5,7% em relação à do mês anterior, mas 16,3% acima da de março/22, em termos reais (série deflacionada pelo IPCA de fevereiro/22). Fonte: Cepea ("
"6/04/2023","BOI/CEPEA: Embarque no 1º trimestre registra 2º melhor desempenho da história","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/boi-cepea-embarque-no-1-trimestre-registra-2-melhor-desempenho-da-historia.aspx","Cepea, 6/04/2023 – De janeiro a março deste ano, as exportações brasileiras de carne bovina in natura somaram 411,08 mil toneladas, abaixo apenas das vendas registradas no mesmo período de 2022 (queda de 12,36%), quando os envios foram recordes para um primeiro trimestre, segundo dados da Secex. Já frente ao primeiro trimestre de 2021, observa-se forte aumento de 19,75% no volume escoado ao mercado externo. Pesquisadores do Cepea indicam que a suspensão dos envios de carne bovina à China por um mês evitou que o resultado fosse ainda melhor em 2023. No mercado brasileiro, as vendas externas em bom desempenho também influenciaram a recuperação dos preços do boi gordo, sobretudo na segunda quinzena de março. No acumulado do último mês, o Indicador CEPEA/B3 (estado de São Paulo) avançou expressivos 10,45%, fechando a R$ 295,95 no dia 31. Fonte: Cepea ("
"5/04/2023","ALGODÃO/CEPEA: Valores da pluma recuam no Brasil e exterior","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-14.aspx","Cepea, 5/04/2023 – Os preços internos e externos do algodão em pluma caíram ao longo de março, devido à pressão das condições econômicas adversas globais e no Brasil, que geraram receio entre agentes e limitaram as vendas de manufaturas. Entre 28 de fevereiro e 31 de março, o Indicador CEPEA/ESALQ, com pagamento em 8 dias, recuou expressivos 10,01%, fechando a R$ 4,6572/lp no dia 31. A média mensal do Indicador em março foi de R$ 4,8618/lp, sendo 7,2% inferior à de fevereiro/23 e 30,40% abaixo da de março/22. Esta é a menor média desde dezembro/20, quando chegou a R$ 4,7510/lp, em termos reais (os valores foram deflacionados pelo IGP-DI de fevereiro/23). Fonte: Cepea ("
"5/04/2023","CAFÉ/CEPEA: Cotações do robusta e arábica oscilam em março","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-13.aspx","Cepea, 5/04/2023 – Os valores dos cafés seguiram oscilando com força em março. De acordo com os pesquisadores do Cepea, para o arábica, as cotações foram influenciadas pelas altas e baixas externas. Já para o robusta, os valores variaram em boa parte do mês, mas subiram nos últimos dias de março, impulsionadas pela maior necessidade da indústria, que elevou o número de agentes ativos no mercado. Além disso, com o aumento dos preços do grão no Vietnã, exportadores também estiveram mais presentes no mercado. A média mensal do Indicador CEPEA/ESALQ do arábica tipo 6, posto na capital paulista, foi de R$ 1.104,68/saca de 60 kg, queda de 2,2% frente à do mês anterior. Quanto ao robusta, a média do Indicador CEPEA/ESALQ tipo 6 peneira 13 acima foi de R$ 646,29/sc em março, queda de 7% em relação à de fevereiro. Fonte: Cepea ("
"5/04/2023","ARROZ/CEPEA: Apesar de recuo, média trimestral é a 2ª maior da história","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-12.aspx","Cepea, 5/04/2023 – Entre janeiro e março deste ano, a média mensal ponderada do arroz em casca no Rio Grande do Sul, representada pelo Indicador CEPEA/IRGA-RS (58% de grãos inteiros, com pagamento à vista), recuou 6,13%, passando de R$ 91,36/saca de 50 kg para R$ 85,75/sc no último mês. Historicamente, o movimento é de baixa no primeiro trimestre do ano, devido à colheita nas principais regiões produtoras do Mercosul. Apesar da queda, a média do Indicador no primeiro trimestre de 2023, de R$ 88,11/sc, é a segunda maior já vista para o período, atrás apenas da registrada nos primeiros três meses de 2021 (de R$ 88,20/sc) – vale lembrar que a série do Cepea se iniciou em 2005. Fonte: Cepea ("
"4/04/2023","AÇÚCAR/CEPEA: Entressafra 2022/23 se encerra com preços estáveis","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-11.aspx","Cepea, 4/04/2023 – O mercado spot do estado de São Paulo encerrou o mês de março com a média de preços do açúcar cristal branco em R$ 132,00/saca de 50 kg, pequena variação negativa de 0,07% em relação à de fevereiro/23. Segundo os colaboradores do Cepea, no último mês da entressafra 2022/23, compradores se mostraram abastecidos para o período, enquanto a oferta de açúcar disponível para vendas adicionais foi limitada, sobretudo para os tipos de melhor qualidade, como o cristal tipo Icumsa até 180. Fonte: Cepea ("
"","ETANOL/CEPEA: Safra 2022/23 se encerra com desvalorização dos etanóis","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/etanol-cepea-safra-2022-23-se-encerra-com-desvalorizacao-dos-etanois.aspx","Os preços médios dos etanóis anidro e do hidratado do estado de São Paulo na temporada 2022/23, encerrada oficialmente no dia 31 de março, tiveram significativas quedas reais frente aos da safra anterior. Segundo pesquisadores do Cepea, as baixas estiveram atreladas ao desempenho das vendas de combustíveis no Brasil, especialmente do hidratado, que perdeu a competitividade com a gasolina C nas bombas. No caso do anidro, a performance foi melhor, com o suporte vindo dos volumes exportados. No balanço da safra 2022/23 (de abril/22 a março/23), o anidro se desvalorizou 14,7% e o hidratado, 15,1%, considerando-se os Indicadores mensais CEPEA/ESALQ deflacionados pelo IGP-M de março. Fonte: Cepea ("
"4/04/2023","TRIGO/CEPEA: Preço externo avança, mas segue estável no BR","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/trigo-cepea-preco-externo-avanca-mas-segue-estavel-no-br.aspx","Cepea, 4/04/2023 – Os preços externos do trigo subiram nos últimos dias. Segundo pesquisadores do Cepea, as altas estiveram atreladas ao clima seco em áreas de inverno dos Estados Unidos, à desvalorização do dólar, que favorece exportações norte-americanas, e à possibilidade de a Rússia suspender as exportações de trigo e/ou aumentar as tarifas de exportação do país, na tentativa de elevar as cotações. Já no mercado brasileiro, os valores do cereal estão praticamente estáveis, tendo em vista que o ritmo de negócios tem sido pontual. Agentes de moinhos consultados pelo Cepea se mostram abastecidos, enquanto, do lado vendedor, muitos estão focados na finalização da colheita da safra de soja e de milho, seguida pela semeadura da segunda safra de milho. Fonte: Cepea ("
"4/04/2023","ALFACE/CEPEA: Oferta limitada mantém cotações elevadas em SP","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/alface-cepea-oferta-limitada-mantem-cotacoes-elevadas-em-sp.aspx","Cepea, 4/04/2023 – Colaboradores do cinturão verde paulista (Ibiúna e Mogi das Cruzes) consultados pelo Cepea informaram que o mercado de alfaces esteve com oferta limitada e demanda aquecida ao longo da última semana. Esse cenário manteve as cotações em alta. De acordo com pesquisadores do Cepea, produtores têm realizado a colheita precoce, a fim de atender ao consumo, o que resulta em pés menores. Com isso, aqueles produtores que conseguem disponibilizar alfaces maiores e mais bonitas trabalham com preços mais elevados. Em Ibiúna, a americana se valorizou 7,14%, negociada à média de R$ 35,00/cx com 12 unidades na semana passada. Em Mogi, a crespa fechou em R$ 40,00/cx com 20 unidades (+3,89%). Para esta semana, a previsão é de diminuição do escoamento da folhosa, devido à Semana Santa. Fonte: Cepea/Hortifruti ("
"3/04/2023","SOJA/CEPEA: Com menor safra na Argentina, queda de preço é interrompida no Brasil","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/soja-cepea-com-menor-safra-na-argentina-queda-de-preco-e-interrompida-no-brasil.aspx","Cepea, 3/04/2023 – O mercado mundial de soja está atento à colheita na América do Sul e às primeiras estimativas de intenção de plantio nos Estados Unidos. Segundo pesquisadores do Cepea, enquanto a safra brasileira segue em bom ritmo e caminha para produção recorde, na Argentina, o início da colheita fez com que as estimativas fossem novamente reajustadas para baixo. Esse contexto na Argentina acabou elevando os preços do complexo soja nos Estados Unidos e limitando o movimento de baixa no Brasil nos últimos dias. De acordo com a Bolsa de Cereais de Buenos Aires, a produção de soja na Argentina está estimada em 25 milhões de toneladas, 44,4% abaixo da média das últimas cinco safras. Pesquisadores do Cepea destacam que, assim, a necessidade de a própria Argentina importar o grão para processamento interno deve aumentar, ao mesmo tempo em que demandantes externos de farelo e de óleo tendem se direcionar ao Brasil e aos Estados Unidos. Para o Brasil, esse é um ambiente favorável em ano de oferta possivelmente recorde, ao mesmo tempo que as variações positivas de preços podem atrair mais produtores a semearem a soja nos Estados Unidos na safra 2023/24. Fonte: Cepea ("
"3/04/2023","MANDIOCA/CEPEA: Cotações estão nos menores patamares em seis meses","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/mandioca-cepea-cotacoes-estao-nos-menores-patamares-em-seis-meses.aspx","Cepea, 3/04/2023 – O avanço da colheita nas regiões produtoras de mandioca no Centro-Sul tem elevado a oferta, que está sobressaindo à demanda e pressionando as cotações. De acordo com dados do Cepea, o valor médio nominal a prazo da tonelada de mandioca posta fecularia registrou queda de 4,9%, a R$ 966,74 (R$ 1,6813 por grama de amido) na semana passada, retomando o patamar nominal registrado no final de setembro de 2022. A média de março recuou 11% frente ao mês anterior, a queda mais expressiva desde novembro de 2020. Fonte: Cepea ("
"3/04/2023","MILHO/CEPEA: Indicador segue em queda","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-10.aspx","Cepea, 3/04/2023 – O preço do milho fechou março em baixa. De acordo com informações do Cepea, enquanto produtores têm necessidade de escoar a produção da safra de verão, compradores nacionais e externos limitam as aquisições. Vendedores estão mais flexíveis nos valores e dispostos a realizar entregas imediatas. Do lado da demanda, agentes consultados pelo Cepea sinalizam ter estoques para o curto prazo, enquanto outros aproveitam as oportunidades atuais de maior oferta para adquirir o cereal a valores mais baixos. EXPORTAÇÃO – As compras no spot estão em ritmo muito lento, mas os embarques seguem intensos. Até a terceira semana de março (18 dias úteis), o Brasil exportou 1,13 milhão de toneladas de milho, volume 99% maior que o do mesmo período do ano passado, segundo a Secex, e superior às 900 mil toneladas estimadas pela Anec (Associação Nacional dos Exportadores de Cereais) para este mês.  Fonte: Cepea ("
"3/04/2023","OVOS/CEPEA: Valores dos ovos fecham março em elevação","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/-8.aspx","Cepea, 3/04/2023 – Os preços médios dos ovos finalizaram março em alta. Segundo pesquisadores do Cepea, a sustentação dos valores vem da demanda mais firme durante o período de Quaresma. Do lado produtor, não há relatos de sobras, e a concessão de descontos não tem sido necessária para garantir a liquidez. Na região produtora de Bastos (SP), o preço médio da caixa com 30 dúzias de ovos brancos tipo extra fechou a R$ 176,11 em março (até o dia 30), alta de 6,5% em relação ao do mês anterior. Fonte: Cepea ("
"31/03/2023","CITROS/CEPEA: Preços da laranja pera e da lima tahiti fecham semana em alta","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/citros-cepea-precos-da-laranja-pera-e-da-lima-tahiti-fecham-semana-em-alta.aspx","Cepea, 31/03/2023 – Os preços da laranja pera estão registrando leve aumento nesta semana. De acordo com pesquisadores do Cepea, ainda que a demanda não tenha tido grandes alterações (já que, em fim de mês, a procura costuma ser reduzida), a oferta da variedade diminuiu ainda mais, sustentando os valores. Na parcial desta semana (segunda a quinta-feira), a variedade pera tem média de R$ 49,35/cx de 40,8 kg, na árvore, leve alta de 3,14% em comparação com a do período anterior. Para a lima ácida tahiti, a redução gradual da oferta mantém os preços em elevação. Na parcial desta semana, a tahiti tem média de R$ 24,71/cx de 27 kg, colhida, leve queda de 1,57% em comparação com a semana passada. Fonte: Cepea ("
"31/03/2023","FRANGO/CEPEA: Valor da carne cai, mas alta na 1ª quinzena garante avanço da média mensal","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/frango-cepea-valor-da-carne-cai-mas-alta-na-1-quinzena-garante-avanco-da-media-mensal.aspx","Cepea, 31/03/2023 – As recentes desvalorizações da carne de frango não impediram o avanço da média mensal da proteína. Segundo colaboradores do Cepea, a leve melhora da demanda na primeira metade do mês garantiu a elevação dos preços médios de março. No atacado da Grande São Paulo, o frango inteiro congelado registra média de R$ 6,78/kg nesta parcial de março (até o dia 29), alta de 1,9% frente à de fevereiro. O produto resfriado, por sua vez, vem sendo comercializado na região paulista ao preço médio de R$ 6,75/kg em março, elevação de 1,7% frente ao do mês anterior. No mercado de cortes, o peito congelado foi o que mais se valorizou em março no atacado da Grande São Paulo, 6,4%, com o quilo do produto cotado, em média, a R$ 8,31 neste mês. Fonte: Cepea ("
"30/03/2023","BOI/CEPEA: Indicador avança em março e recupera perdas causadas por suspensão de envios à China","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/boi-cepea-indicador-avanca-em-marco-e-recupera-perdas-causadas-por-suspensao-de-envios-a-china.aspx","Cepea, 30/03/2023 – Os preços do boi gordo subiram nesta segunda quinzena de março, impulsionados sobretudo pela retomada dos envios de carne à China desde o dia 23 de março e também pela restrição vendedora – muitos pecuaristas aproveitam as boas condições das pastagens para segurar os animais no campo. Pesquisadores do Cepea destacam que, com as recentes valorizações, a arroba bovina já é negociada praticamente nos mesmos patamares registrados em meados de fevereiro, antes de a suspensão dos envios ser anunciada. Vale lembrar que o Indicador do boi gordo CEPEA/B3 encerrou fevereiro a R$ 267,95, com forte queda de 7,2% no acumulado daquele mês, sendo que, até o dia 22 de fevereiro, antes da suspensão dos envios, o Indicador acumulava alta, de 3,74%. Agora em março (até o dia 28), o Indicador acumula expressivo avanço de 10,2%. Trata-se, inclusive, da maior elevação no acumulado de um mês desde novembro/21, quando o Indicador avançou significativos 25,26% e o setor nacional atravessava justamente uma suspensão dos envios de carne à China, por conta de um caso atípico de vaca louca no início de setembro/21. Fonte: Cepea ("
"30/03/2023","SUÍNOS/CEPEA: Com menor procura e oferta elevada, preço da carne suína cai em março","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/suinos-cepea-com-menor-procura-e-oferta-elevada-preco-da-carne-suina-cai-em-marco.aspx","Cepea, 30/03/2023 – Os valores da carne suína estiveram em queda durante todo mês de março no mercado atacadista da Grande São Paulo. De acordo com os colaboradores do Cepea, a pressão sobre os preços da proteína veio da menor procura e da oferta elevada – e, agora, no encerramento do mês, o movimento de baixa nos valores foi intensificado, como típico para o período. Assim, na parcial de março (até o dia 28), dados do Cepea mostram que a carcaça especial suína é comercializada à média de R$ 10,71/kg, forte retração de 4,7% frente à registrada em fevereiro. Fonte: Cepea ("
"29/03/2023","ARROZ/CEPEA: Chuvas limitam colheita no RS; preços seguem firmes","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/arroz-cepea-chuvas-limitam-colheita-no-rs-precos-seguem-firmes.aspx","Cepea, 29/03/2023 – Chuvas vêm limitando o andamento da colheita do arroz no Rio Grande do Sul. De acordo com colaboradores do Cepea, este cenário vem resultando em menor volume do cereal disponível para negociação. A demanda, por sua vez, está aquecida por parte das unidades de beneficiamento de diversos estados, e a procura para exportação se mantém firme. Nesse cenário, os preços do arroz estão se sustentando ao longo de março, fechando a R$ 87,13/saca de 50 kg nessa terça-feira, 28. Fonte: Cepea ("
"29/03/2023","ALGODÃO/CEPEA: Valores internos da pluma seguem em queda","https://www.cepea.esalq.usp.br/br/diarias-de-mercado/algodao-cepea-valores-internos-da-pluma-seguem-em-queda.aspx","Cepea, 29/03/2023 – Os preços do algodão em pluma seguem recuando no mercado nacional, movimento que vem sendo verificado desde meados de fevereiro. Indicando dificuldades nas vendas aos manufaturados, agentes de indústrias consultados pelo Cepea adquirem poucos volumes de pluma, visando atender apenas à necessidade imediata e/ou repor estoque. Estes demandantes ofertam preços menores nas compras. Do lado vendedor, pesquisadores do Cepea indicam que a proximidade da entrada da safra 2022/23 e a necessidade de alguns produtores em “fazer caixa” acabaram elevando a oferta de pluma no spot nacional. Nestes casos, produtores são mais flexíveis nos valores, principalmente quando o lote tem alguma característica intrínseca comprometida. Entretanto, ainda há uma parcela de cotonicultores que se mantém firme em seus preços, sobretudo para lotes de qualidade superior, cuja disponibilidade está limitada no mercado. Fonte: Cepea ("
