data,titulo,materia
13/04/2023 13:07,Kiev pede que Otan proteja o Mar Negro e integre defesas ucranianas,"Por Luiza Ilie e Jason Hovet BUCARESTE (Reuters) - A Otan deveria desempenhar um papel maior na segurança do Mar Negro e integrar as defesas aéreas e antimísseis da Ucrânia com as dos membros da aliança, disse o ministro das Relações Exteriores da Ucrânia, Dmytro Kuleba, nesta quinta-feira. O Mar Negro e sua costa ucraniana têm sido teatros de guerra cruciais desde a invasão da Ucrânia pela Rússia no ano passado. ""O Mar Negro é fundamental para tornar toda a Europa pacífica e voltada para o futuro"", disse Kuleba, falando por videoconferência, em uma conferência de segurança do Mar Negro na capital romena, Bucareste. ""Infelizmente, é também uma vitrine de como as coisas podem se deteriorar rapidamente se negligenciarmos as ameaças. É hora de transformar o Mar Negro no que o Mar Báltico se tornou, um mar da Otan."" Os comentários foram rechaçados em Moscou, onde o porta-voz do Kremlin, Dmitry Peskov, disse em um briefing: ""O Mar Negro nunca pode ser um mar da Otan"". ""Este é um mar compartilhado, precisa ser um mar de cooperação, interação e segurança para todos os seus estados litorâneos. E esta segurança é indivisível"", acrescentou ele. Tanto Moscou quanto Kiev dependem do mar para o comércio, incluindo o abastecimento dos mercados de grãos como dois dos maiores exportadores de alimentos do mundo. Um bloqueio russo ameaçou causar uma crise global de alimentos no ano passado, até que as Nações Unidas e a Turquia negociaram um acordo para manter os portos abertos, com diplomacia em andamento para prorrogá-lo."
13/04/2023 12:27,USDA: Vendas de trigo para exportação dos EUA têm queda de 30% na comparação semanal,"O USDA (Departamento de Agricultura dos Estados Unidos), nesta quinta-feira (13), informou as vendas semanais de trigo para exportação em 135,7 mil toneladas. O volume ficou dentro das expectativas do mercado, de 75 mil a 350 mil toneladas. Na comparação semanal, o reporte indica uma queda de 30% e em relação as últimas quatro semanas, de 27%.  O principal destino do grão norte-americano foi as Filipinas.  Em todo ano comercial, contabilizando todas as categorias, os EUA já comprometeram 18,276,5 milhões de toneladas de trigo, contra pouco mais de 19,2 milhões do mesmo período do ano passado. A estimativa total do USDA para as vendas externas do cereal na temporada 2022/23 é de 21,09 milhões de toneladas.  Da safra 2023/24, as vendas foram de 67,8 mil toneladas - a maior parte para o Peru - também dentro do intervalo esperado pelo mercado de 0 a 150 mil toneladas. "
13/04/2023 12:20,"USDA traz vendas semanais de soja, derivados e milho para exportação dentro das expectativas","O USDA (Departamento de Agricultura dos Estados Unidos) trouxe seu novo boletim semanal de vendas para exportação com números dentro das expectativas para soja, farelo e milho.  SOJA Na semana encerrada em 6 de abril, as vendas norte-americanas de soja 2022/23 foram de 364,5 mil toneladas, enquanto as projeções variavam de 250 mil a 600 mil toneladas. A Holanda foi a maior compradora. Com esse volume, o total da oleaginosa já comprometido pelos americanos chega a 50,280,8 milhões de toneladas, abaixo de mais de 56 milhões do mesmo período do ano passado. A estimativa total do USDA é de 54,84 milhões de toneladas para as exportações totais.  Da safra 2023/24, as vendas foram de 66 mil toneladas, para a China, e também dentro do intervalo esperado pelo mercado de 0 a 200 mil toneladas.  MILHO No milho, as vendas semanais da safra velha foram de 527,7 mil toneladas, contra projeções de 500 mil a 1,3 milhão. O México foi o principal destino do cereal americano. Em toda temporada, o país já vendeu 37,739,5 milhões de toneladas, bem distante do volume do mesmo período do ano passado, quando eram mais de 55 milhões de toneladas comprometidas. O USDA estima que os Estados Unidos exportem 46,99 milhões de toneladas do grão.  DERIVADOS DE SOJA O reporte trouxe ainda as vendas semanais de farelo de soja 2022/23 em 255,2 mil toneladas, dentro das expectativas de 100 mil a 300 mil toneladas. O principal destino foi as Filipinas. Foram vendidas ainda 37,5 mil toneladas da safra 2023/24 para a Indonésia.  No óleo de soja, as vendas da safra velha ficaram negativas em 400 mil toneladas, abaixo do esperado de 0 a 25 mil toneladas. Não foram informadas vendas de óleo da safra nova."
13/04/2023 11:51,"Núcleo da inflação deve começar a melhorar antes das férias do meio do ano, diz Nagel, do BCE","WASHINGTON (Reuters) - Os núcleos de inflação da zona do euro começarão a melhorar nos próximos meses, mas o Banco Central Europeu ainda tem um longo caminho a percorrer com a política monetária, disse um dos formuladores de política monetária do banco Joachim Nagel, nesta quinta-feira. ""Nossa expectativa é que o núcleo da inflação mostre os primeiros movimentos na direção certa antes das férias do meio do ano"", disse o chefe do banco central da Alemanha às margens de uma reunião do Fundo Monetário Internacional em Washington. Ele citou dados de inflação encorajadores dos Estados Unidos como mostra de que os aumentos das taxas de juros dos bancos centrais estão funcionando. No entanto, os Estados Unidos começaram seu ciclo de aumento de juros mais cedo, disse Nagel, acrescentando que espera que o ciclo de aperto do BCE continue. Nagel disse que não se ""comprometerá com nenhuma ordem de magnitude de o que poderá acontecer"" na próxima reunião de taxa de juros do BCE em maio, mas ""o que está claro é que a política monetária deve continuar a agir de forma decisiva para restaurar a estabilidade de preços em tempo hábil"". O BCE elevou as taxas no ritmo mais rápido já registrado no ano passado, mas a recente turbulência nos mercados financeiros na esteira de falências de bancos proeminentes levantou dúvidas sobre a determinação da instituição em apertar ainda mais a política monetária. Enquanto a inflação na zona do euro caiu mais do que nunca em março, uma medida que exclui os preços de energia e alimentos, conhecida pelos economistas como núcleo da inflação e vista como um melhor indicador da tendência subjacente, acelerou. (Reportagem de Christian Kraemer e Frank Siebelt)"
13/04/2023 11:48,"Com oferta mais restrita do Brasil, arábica avança mais de 4% e se aproxima de 200 cents/lbp",
13/04/2023 11:47,FAEP orienta produtores rurais sobre o risco de invasões de propriedades,
13/04/2023 11:45,Ministro da Agricultura recebe presidente da ABRALEITE antes de viagem à China,"O ministro da Agricultura, Carlos Fávaro, recebeu o presidente da Associação Brasileira dos Produtores de Leite-ABRALEITE, Geraldo Borges, antes de sua partida para a segunda viagem à China. Na reunião, Geraldo Borges destacou a importância da cadeia produtiva do leite para a economia do país e como ela também é uma importante ferramenta social, mantendo milhares de empregos no campo e nas cidades. Durante o encontro, foram entregues pela ABRALEITE dois ofícios que haviam sido protocolados em seu gabinete nos dias 16 e 24 de março 2023. Como tem feito desde 2018, a ABRALEITE traz sugestões e pleitos para o Plano Safra, visando uma melhor inclusão da pecuária leiteira no plano. No primeiro ofício, entre as sugestões da ABRALEITE para o Plano Safra, estão a criação de um plano de desenvolvimento integrado das propriedades produtoras de leite, com a necessidade de linhas de crédito para custeio e investimento, com juros mais baixos e maior prazo de carência e pagamento para pequenos e médios produtores que não são beneficiados com o Programa Nacional de Fortalecimento da Agricultura Familiar (PRONAF), ações de sustentabilidade e rendas extras como produção de energia fotovoltaica e biogás, dentre outros. O segundo ofício é um pedido conjunto com a Associação Brasileira dos Criadores de Zebu (ABCZ), solicitando atenção especial do Programa de Subvenção ao Prêmio de Seguro Rural (PSR) para a pecuária, que precisa de uma participação bem maior dentro do programa. O presidente da ABRALEITE já havia se reunido com o Ex Ministro da Agricultura, Pecuária e Abastecimento, Neri Gueler, e com o Secretário Adjunto Substituto de Política Agrícola, Wilson Vaz, ocasião em que protocolou os ofícios. Além do ministro Carlos Fávaro, participaram da audiência o Secretário Wilson Vaz, e o Secretário de Defesa Agropecuária, Carlos Goulart. A reunião teve como objetivo discutir medidas para fortalecer a cadeia produtiva do leite e garantir o desenvolvimento sustentável do setor."
13/04/2023 11:45,"Conab: Produção de grãos está estimada em 312,5 milhões de toneladas na safra 2022/23","Com a entrada da fase final da colheita das culturas de primeira safra, a produção de grãos no Brasil no ciclo 2022/23 está estimada em 312,5 milhões de toneladas, o que representa um acréscimo de 40,1 milhões de toneladas quando comparada com a temporada 2021/22 – alta de 15%. No caso da área plantada, é esperado um crescimento de 3,3%, o que corresponde à incorporação de 2,5 milhões de hectares, chegando a 77 milhões de hectares. Os dados estão disponíveis no 7º Levantamento da Safra de Grãos divulgado, nesta quinta-feira (13), pela Companhia Nacional de Abastecimento (Conab). O bom desempenho é explicado não só pelo aumento de área, como também pela melhoria da produtividade de culturas como soja, milho, algodão, girassol, mamona e sorgo. No entanto, o resultado consolidado ainda depende do comportamento climático, fator preponderante para o desenvolvimento das culturas de 2ª e 3ª safras. A soja segue como o produto com maior volume colhido no país, com uma produção estimada em 153,6 milhões de toneladas. Com índice de colheita em 78,2%, conforme indica o Progresso de Safra divulgado nesta semana pela Companhia, a boa produtividade nas lavouras segue sendo confirmada e está estimada em 3.527 quilos por hectare. Para o milho, a Conab aponta para um aumento tanto em área como em produção. O cultivo do cereal está estimado em 21,97 milhões de hectares, acréscimo de 1,8%, com aumento para a área semeada na 2ª safra e redução na 1ª. Já a colheita total do grão está estimada em 124,88 milhões de toneladas, influenciada pelo incremento da produção de 8,8% na 1ª safra e de 11% na 2ª, podendo chegar a 27,24 milhões de toneladas e 95,32 milhões de toneladas, respectivamente. Outro produto que apresenta crescimento é o sorgo, influenciado pela perda da janela ideal de plantio do milho em algumas regiões produtoras e por ser um produto mais resistente à estiagem, a produção do grão pode ultrapassar as 3,7 milhões de toneladas nesta safra. Já para o arroz, a produção estimada é de 9,94 milhões de toneladas. O menor volume produzido é explicado pela queda na área destinada ao produto, aliada às condições climáticas adversas registradas no desenvolvimento da cultura, sobretudo no Rio Grande do Sul, maior produtor do grão. Queda também na área total a ser semeada de feijão, podendo chegar a 2,76 milhões de hectares. Somando as 3 safras, a produção deve ficar em 2,95 milhões de toneladas. Mercado – Neste levantamento, a Companhia ajustou as estimativas de exportação de soja da safra 2022/23, com expectativa de atingir um volume de 94,35 milhões de toneladas. A estatal também alterou as projeções de consumo interno para o óleo de soja, que passam de 9,15 milhões de toneladas para 8,29 milhões de toneladas. A redução é explicada pela menor demanda doméstica após a decisão do Conselho Nacional de Política Energética (CNPE) de aumento, a partir de maio, do percentual de biodiesel ao diesel de 10% para 12%, e não em 15% como utilizado nas estimativas anteriores. Com a queda, as expectativas para a exportação de óleo subiram para 2,6 milhões de toneladas. A alta é motivada pela maior venda do produto para o mercado externo no primeiro trimestre de 2023, com elevação de 42,74% quando comparado com o mesmo período do ano passado. Este aumento é motivado pela quebra da safra da oleaginosa na Argentina. A menor colheita pelos agricultores argentinos também deve influenciar nos embarques de farelo de soja para o mercado externo, podendo chegar a 20,74 milhões de toneladas. Clique aqui e confira as informações das principais culturas cultivadas no país no 7º Levantamento da Safra de Grãos 2022/2023."
13/04/2023 11:42,USDA informa venda de 327 mil t de milho dos EUA para a China nesta 5ª feira,"O USDA (Departamento de Agricultura dos Estados Unidos) informou uma nova venda de milho para a China nesta quinta-feira (13). Foram 327 mil toneladas, sendo 191 mil toneladas da safra 2022/23 e 136 mil da safra 2023/24.  As vendas feitas no mesmo dia, para o mesmo destino e com volume igual ou superior a 100 mil toneladas devem sempre ser informadas ao departamento americano. "
13/04/2023 11:39,Wall St sobe após dados econômicos diminuírem o nervosismo com juros,"(Reuters) - Os principais índices de Wall Street subiam nesta quinta-feira, com a moderação dos preços ao produtor em março e um salto nos pedidos semanais de auxílio-desemprego trazendo alívio aos investidores preocupados com o quanto o Federal Reserve aumentará a taxa de juros para controlar a inflação. Um relatório do Departamento do Trabalho dos Estados Unidos mostrou que os preços ao produtor caíram de forma inesperada em março, quando o custo da gasolina recuou, e há sinais de que a inflação subjacente ao produtor está diminuindo. Os dados também mostraram que o número de norte-americanos que entraram com novos pedidos de auxílio-desemprego aumentou mais do que o esperado na semana passada, mais um sinal de que as condições do mercado de trabalho estão perdendo força. ""Esta é uma boa indicação de que a inflação está diminuindo e caiu acentuadamente. As reivindicações de auxílio-desemprego também foram notícias favoráveis para o Fed"", disse Peter Cardillo, economista-chefe de mercado da Spartan Capital Securities. O referencial S&P 500 tem sido negociado em uma faixa estreita este mês, tendo se recuperado de uma liquidação em março fomentada pela recente crise bancária, enquanto os investidores avaliavam o caminho dos juros do Fed. Wall Street fechou em baixa na quarta-feira, depois que dados mostraram que os preços ao consumidor subiram em um ritmo mais lento do que o esperado em março. A maioria dos investidores manteve as expectativas de alta de 25 pontos-base para a taxa de juros norte-americana após os dados desta quinta-feira. Os rendimentos dos Treasuries caíam, impulsionando as ações de crescimento sensíveis a juros. Apple e Alphabet valorizavam-se mais de 2% e Amazon.com avançava cerca de 3%. Os grandes bancos norte-americanos JPMorgan Chase & Co , Citigroup e Wells Fargo & Co divulgarão seus resultados trimestrais na sexta-feira, e os investidores buscarão detalhes sobre a saúde geral do setor. Às 11:35 (de Brasília), o índice S&P 500 ganhava 0,66%, a 4.119,01 pontos, enquanto o Dow Jones subia 0,38%, a 33.775,18 pontos. O índice de tecnologia Nasdaq Composite avançava 1,33%, a 12.088,53 pontos. (Reportagem de Sruthi Shankar e Ankika Biswas em Bengaluru)"
13/04/2023 11:29,FPA protocola pedido de investigação e prisão contra líder do MST,"As recentes falas de João Pedro Stédile, líder do Movimento dos Trabalhadores Rurais Sem Terra (MST), ensejaram por parte da Frente Parlamentar da Agropecuária (FPA) reações que levaram ao pedido de investigação, já protocolado junto ao Ministério Público do Distrito Federal, Procuradoria Geral da República (PGR), Ministério Público do Estado de São Paulo, Advocacia-Geral da União e Tribunal de Contas da União. O presidente da FPA, deputado federal Pedro Lupion (PP-PR), ressaltou que a sociedade não pode ficar à mercê das ameaças protagonizadas por Stédile. De acordo com o líder da bancada, são falas danosas ao Estado de Direito e à Constituição. “Essas atitudes continuam gerando um clima de insegurança no campo para nossos produtores rurais. Nós da FPA, estamos indignados e fizemos questão de assinar os ofícios para que o autor dessas ameaças seja responsabilizado”, disse. O mês de abril suscitou, por parte FPA, ações que visam coibir e punir, de forma mais incisiva, os crimes de invasões de terras que têm ocorrido de forma contínua desde fevereiro deste ano – até o momento há registro de 41 ocupações ilegais Brasil afora. Em meio às ações destes movimentos, a FPA lançou, no último dia 4, a Campanha de Segurança no Campo, para alertar a população da gravidade das invasões e os reflexos para toda a sociedade, ao mesmo tempo que as incitações a ocupações ilegais seguem sendo feitas, inclusive, pelo líder do MST – João Pedro Stédile, que em um vídeo anunciou novas invasões para o mês de abril. Em entrevista concedida, nesta terça-feira (11), após reunião ordinária da FPA, o líder da bancada, deputado federal Pedro Lupion (PP-PR), ressaltou que o direito de propriedade consta na lei e será defendido pelos parlamentares. De acordo com o presidente, não cabe retrocessos dessa natureza em pleno 2023. “Esse é um tema inegociável. Direito de Propriedade está na lei e invasão de terras está no Código Penal. Não há mistério sobre o que é certo e errado. A sociedade não vai aceitar esses crimes, muito menos vai querer viver cenas de terror desse tipo novamente”. Acerca dos vídeos em que o líder do Movimento dos Trabalhadores Rurais Sem Terra (MST), João Pedro Stédile, afirma que o grupo fará “ocupações” em todo o Brasil, Lupion enfatiza que é uma incitação descabida ao crime. Para ele, cabe ao Governo Federal a responsabilidade de acalmar movimentos que são, historicamente, aliados do atual governo. “O Presidente da República chegou a usar boné do MST na campanha, então acredito que eles possam dialogar para impedir que essas situações ocorram. A propriedade privada precisa ser respeitada e esse anúncio de cometimento de crime feito pelo líder do movimento deve ser combatido pelas autoridades. Não é admissível que alguém diga que irá invadir e não seja imediatamente punido”, afirmou. Sobre a possível instalação de uma Comissão Parlamentar de Inquérito (CPI) do MST, Pedro Lupion comentou que, se dependesse dele, já estaria instalada. No entanto, de acordo com ele, o processo depende de questões políticas. Ainda assim, Lupion acredita que ações reincidentes podem levar à abertura. “Precisamos aguardar o presidente Arthur Lira (PP-AL). Mas é óbvio, que a cada nova invasão é mais capaz que a CPI ocorra. Estamos atentos a tudo que está acontecendo para saber qual passo seguir”, garantiu."
13/04/2023 11:15,Ibovespa hesita com realização de lucros após altas seguidas,"Por Paula Arend Laier SÃO PAULO (Reuters) - O Ibovespa hesitava nesta quinta-feira, refletindo movimentos de realização de lucros após três altas seguidas, enquanto MRV&Co avançava forte após prévia operacional do primeiro trimestre mostrar vendas robustas e queda na queima de caixa. Às 10:57, o Ibovespa caía 0,02%, a 106.866,18 pontos, após avançar 6% na semana até a véspera. O volume financeiro somava 4,2 bilhões de reais, em pregão também influenciado pelas operações visando o vencimento de opções sobre ações na sexta-feira. O contrato futuro do Ibovespa com vencimento mais curto, em 14 de junho, mostrava acréscimo de 0,08%, a 108.945 pontos. Na visão da equipe da corretora Commcor, após o arrefecimento do IPCA e com a redução de incertezas fiscais, apostas de que o Banco Central deve sinalizar uma possível corte na taxa Selic nas próximas reuniões começam a crescer. Em paralelo, destacou em nota a clientes, números sobre os preços nos Estados Unidos também sugerem que os apertos monetários realizados pelo Federal Reserve têm surtido efeito e que um possível fim de ciclo das altas de taxa pode estar próximo. Após o índice de preços ao consumidor norte-americano mostrar na véspera alta menor do que a esperada, o índice de preços ao produtor nesta quinta-feira apontou deflação em março e os pedidos de auxílio-desemprego ficaram acima do previsto. Nos EUA, o S&P 500 avançava 0,31%. DESTAQUES - MRV&CO ON subia 3,49%, a 7,42 reais, após a construtora registrar no primeiro trimestre maior venda para o período na história da empresa, em um desempenho que ajudou a companhia a manter redução de queima de caixa em relação a trimestres anteriores. - PETROBRAS PN ganhava 0,19%, a 25,9 reais. A companhia concluiu a transferência de sua participação no Polo Norte Capixaba para a Seacrest, em desinvestimento que havia sido assinado em março do ano passado. - VALE ON recuava 0,71%, a 80,03 reais, com o contrato futuro de minério de ferro mais negociado na Dalian Commodity Exchange, na China, encerrando as negociações diurnas com queda de 3,1%, a 769 iuanes (111,89 dólares) a tonelada. - ITAÚ UNIBANCO PN avançava 0,74%, a 25,83 reais, oferecendo um contrapeso positivo relevante, enquanto BRADESCO PN subia 0,22%, a 13,83 reais. - CYRELA ON valorizava-se 0,82%, a 15,95 reais, após alta de 17,7% nas vendas totais contratadas no primeiro trimestre de 2023 ante igual período do ano passado, para 1,55 bilhão de reais. Nos últimos dois pregões, a ação subiu 13,8%. - B3 ON caía 2,7%, a 11,54 reais, em dia de correção após alta de 10,8% nas três sessões anteriores. A B3 divulgou na véspera dados operacionais de março, que para a equipe do Safra mostraram receita líquida fraca, pior do que esperavam. - HAPVIDA ON recuava 0,37%, a 2,67 reais. O grupo de planos de saúde e hospitais precificou sua oferta subsequente de ações em 2,68 reais por papel na véspera, sem desconto em relação ao preço de fechamento da quarta-feira, captando 1,059 bilhão de reais. - EMBRAER ON valorizava-se 0,84%, a 20,38 reais. Analistas do Santander Brasil destacaram positivamente notícia da Reuters de que a fabricante brasileira de aviões discute a venda de quatro ou cinco aeronaves militares C-390 para a Áustria. - CCR ON avançava 2,96%, a 13,58 reais, endossada por relatório do UBS BB elevando a recomendação das ações para ""compra"" e subindo o preço-alvo de 14,40 para 16,50 reais. - BRF ON recuava 4,7%, a 6,49 reais, com analistas do Bank of America cortando a recomendação para as ações para ""underperform"" e reduzindo o preço-alvo de 9 para 6,3 reais. MARFRIG ON perdia 1,91%, a 6,68 reais, uma vez que teve a recomendação ""neutra"" mantida pelo BofA, mas o preço-alvo caiu de 9 para 7,6 reais."
13/04/2023 11:03,Reivindicações de olivicultores entram na pauta de diferentes ministérios em Brasília,
13/04/2023 10:57,Trump volta a Nova York para interrogatório em ação de fraude civil estadual,"Por Karen Freifeld (Reuters) - O ex-presidente norte-americano Donald Trump chegou a Nova York para ser interrogado nesta quinta-feira em um processo civil por fraude de 250 milhões de dólares contra ele pela procuradoria do Estado, disse Trump em uma série de publicações durante em redes sociais nas quais atacou o processo. Mas o depoimento ocorrerá a portas fechadas e é improvável que atraia o tipo de atenção que gerou sua apresentação à Justiça por acusações criminais na semana passada. Trump, que busca a indicação republicana para a eleição presidencial de 2024, deve ir ao escritório da procuradora-geral de Nova York, Letitia James, em Manhattan, onde será questionado sobre suas práticas de negócios. O processo acusa ele e outros de um esquema de uma década para manipular os valores das propriedades e seu patrimônio líquido para obter empréstimos favoráveis e benefícios fiscais. O julgamento do caso está marcado para começar em 2 de outubro. O depoimento de quinta-feira pode ser usado para tentar desconsiderar qualquer testemunho que Trump possa dar no julgamento, ou ser oferecido como testemunho se ele não estiver disponível para comparecer. ""Finalmente poderei mostrar que empresa grande, lucrativa e valiosa que construí"", disse Trump em um post na plataforma Truth Social nesta quinta-feira, depois de atacar a procuradora-geral e o que ele chamou de ""perseguição"", assim como o juiz do caso e o promotor distrital que apresentou acusações criminais separadas. Trump, cuja apresentação à Justiça em 4 de abril atraiu a atenção da mídia mundial e uma enorme presença policial, voltou para sua casa na Flórida após o indiciamento."
13/04/2023 10:53,Radar Investimentos: Brasil deve aumentar os embarques de carne bovina para a China em 2023,"O Brasil deve aumentar os embarques de carne bovina para a China em 2023 em meio à redução de oferta de outros fornecedores do Mercosul, avalia o Departamento de Agricultura dos Estados Unidos (USDA) em relatório. (Broadcast)  Veja abaixo o relatório completo, com base nos dados de 12/04/2023.   Clique  AQUI"
13/04/2023 10:52,Rússia diz que acordo de grãos no Mar Negro pode estar quase encerrado,"MOSCOU (Reuters) - A Rússia anunciou nesta quinta-feira que não haverá extensão do acordo de grãos do Mar Negro negociado pela ONU além de 18 de maio, a menos que o Ocidente remova uma série de obstáculos à exportação de grãos e fertilizantes russos. ""Sem progresso na solução de cinco problemas sistêmicos... não há necessidade de falar sobre a extensão da iniciativa do Mar Negro após 18 de maio"", disse o Ministério das Relações Exteriores em um comunicado. A Rússia também culpou a Ucrânia e as Nações Unidas por um acúmulo de inspeções de navios que exportam grãos dos portos do Mar Negro sob o acordo. A Rússia disse repetidamente que os principais obstáculos às suas exportações precisam ser removidos, incluindo a reconexão do Banco Agrícola Russo (Rosselkhozbank) ao sistema de pagamento SWIFT. Outras demandas incluem a retomada do fornecimento de máquinas e peças agrícolas, o fim das restrições a seguros e resseguros, o acesso a portos, a retomada do duto de amônia Togliatti-Odesa e o desbloqueio de ativos e contas de empresas russas envolvidas em alimentos e exportação de fertilizantes. (Reportagem de Guy Faulconbridge)"
13/04/2023 10:49,"Em Xangai, Lula defende transações sem dólar no comércio global e no banco dos Brics","XANGAI (Reuters) - Ao discursar na posse da ex-presidente Dilma Rousseff no comando do Novo Banco de Desenvolvimento, o banco dos Brics, o presidente Luiz Inácio Lula da Silva defendeu em Xangai o uso de moedas locais no comércio global e na atuação do banco, em detrimento do dólar, em um discurso que soa bem aos ouvidos chineses. ""Hoje um país precisa correr atrás de dólar para poder exportar, quando ele poderia exportar na sua própria moeda. Os bancos centrais certamente poderiam cuidar disso"", disse Lula, no primeiro compromisso de sua viagem à China que vai até sexta. No final de março, os governo brasileiro e chinês fecharam um acordo para deixar de usar o dólar nas operações comerciais entre os dois países, passando a operar em real e yuan, um mecanismo em preparação que deve começar para valer em julho. É um movimento que a China tem tentado fazer com outros países, especialmente do Oriente Médio, na compra de petróleo. Lula afirmou que é necessário paciência para implementar medidas desse tipo, mas defendeu a necessidade dos países de não dependerem mais apenas do dólar. ""Eu não sei quando, porque a gente não pode ter pressa, porque em economia a gente não pode ter pressa"", disse Lula. ""Se for necessário ter um pouco de paciência a gente tem que ter"", dizendo que os chineses entendem sobre paciência. ""Mas por que um banco como o dos Brics não pode ter uma moeda que possa financiar a relação comercial entre Brasil e China, entre Brasil e os outros países? É difícil porque tem gente mal acostumada."" Lula realiza em Xangai a primeira parte da visita de Estado à China, depois de ser obrigado a cancelar a ida ao país asiático no final de março, por conta de uma pneumonia. A posse de Dilma no NDB, cuja sede é em Xangai, representa, discursou Lula, a renovada aposta do Brasil nos Brics, o grupo formado por Brasil, Rússia, Índia, China e África do Sul. A ex-presidente assume o banco em um acordo com os demais sócios que levou à troca de Marcos Troyjo, indicado pelo governo de Jair Bolsonaro, pela petista, que seguirá o mandato do Brasil à frente do banco até 2025. Criado em 2014, durante a gestão de Dilma no Planalto, o NBD tem a função de financiar obras de infraestrutura e programas de desenvolvimento nos cinco países e também em outros países em desenvolvimento. Em sua fala, Lula disse ainda que o NBD mostra que a união dos países emergentes é capaz de gerar mudanças sociais e econômicas relevantes para o mundo e disse que ele pode se tornar o ""grande banco do Sul Global"". Lula afirmou que o banco tem grande potencial ""na medida em que liberta os países emergentes da submissão às instituições financeiras tradicionais, que pretendem nos governar"". O brasileiro criticou ainda o Fundo Monetário Internacional (FMI) por ""asfixiar"" a economia da Argentina, que negocia entrada nos Brics. ""Não cabe a um banco ficar asfixiando a economia dos países como estão fazendo agora com a Argentina. E como fizeram com Brasil e todos os países do terceiro mundo que precisaram de dinheiro"", criticou Lula. Nesta quinta em Xangai, o presidente também visitou o centro de tecnologia da gigante chinesa de telecomunicações Huawei, e teve encontros com empresários da BYD, de carros elétricos, que negocia expansão de negócios na Bahia, e com a empreiteira CCCC. Na sexta, Lula se encontra com o mandatário chinês Xi Jimping em Pequim, no encerramento da viagem que visa azeitar as relações com o maior mercado de exportação para o Brasil e buscar novos investimentos após os anos de governo Jair Bolsonaro, de distanciamento e ataques ao país asiático. (Reportagem Lisandra Paraguassu e Leonardo Benassatto, de São Paulo)"
13/04/2023 10:47,Radar Investimentos: Comercialização do milho disponível está quase parada,"A comercialização do milho disponível está quase parada, com demanda fraca a consumidores domésticos. Em alguns estados, produtores não abrem mão de suas pedidas e mantêm a expectativa de que quebras regionais possam trazer algum impulso para os preços em um futuro próximo. (Cepea) Veja abaixo o relatório completo, com base nos dados de 12/04/2023. Clique  AQUI"
